subj,std,ori,nrmse,psnr,ssim,hfen
1,0,0,35.37081033648812,48.90577257000017,0.9899046898614517,34.269243691452075
1,0,1,26.606313082767436,53.66927036057704,0.9846381086691556,27.40720720368504
1,0,2,28.401353386010115,53.35656846364699,0.984856695724552,29.460182077400987
1,0,3,26.975151972996116,53.846884314908934,0.987319781516471,27.475271300136132
1,0,4,25.514554453801846,54.537835370634724,0.9873876390353397,25.538870285934557
1,3,0,39.07520960222418,48.040646434467156,0.9733097869279714,33.316651507668624
1,3,1,34.0131287847397,51.5360326358051,0.964710970033085,32.191362137969584
1,3,2,35.350092933214384,51.45553797854919,0.9670157835743136,33.2035856374033
1,3,3,36.206358095407985,51.29046546789178,0.9669124760068908,34.386669742333574
1,3,4,36.29795711799627,51.47595148383991,0.9661325317851549,35.28690174660411
1,5,0,44.47482802377793,46.916387211751776,0.9435281433549161,37.71298502995969
1,5,1,42.4906783102122,49.60309102281308,0.9391704573559027,40.86472647035289
1,5,2,44.09185077492666,49.536182597670056,0.9426902143969454,41.88861951260232
1,5,3,45.0672798517961,49.388935398151254,0.9395274059149515,43.237183116885184
1,5,4,45.689150562386786,49.47733347113725,0.9371810690071481,44.53469883677877
1,7,0,49.55689166013969,45.97659159105195,0.9228073269837932,42.29854327218377
1,7,1,46.62661349910103,48.79628683103007,0.9246549763997066,44.35373111177349
1,7,2,48.14354666423391,48.7725875568477,0.9297179888495682,45.061013236740514
1,7,3,48.451053858601945,48.76009776030733,0.9259945914530591,45.1811681753475
1,7,4,51.3405344765897,48.46438743760903,0.9217369950676713,49.88067628977058
1,9,0,53.53070333229225,45.30661376906491,0.9043656067711738,45.51186980330596
1,9,1,50.20511205391723,48.15400549048558,0.9118155142959002,47.00655623996603
1,9,2,50.9966522016342,48.272515841429076,0.9190294188217499,46.45965639917847
1,9,3,52.5344418979042,48.0572798594277,0.9129640786739828,49.28203105018594
1,9,4,53.64889521530427,48.0823794880684,0.9172216471829897,50.833597031449415
2,0,0,37.05098133423566,48.6680027560736,0.9798704457942439,34.28370221598607
2,0,1,35.25274950452185,51.366845933681006,0.9686298783753501,35.0458329524856
2,0,2,32.47301055704151,52.21618988488831,0.973728151470209,32.949079077213355
2,0,3,24.292744868313342,55.22934638737289,0.9868554562151859,23.73214460089089
2,0,4,35.29482641372337,51.18090190335103,0.9687270960387119,35.34100696704613
2,3,0,42.757628604191815,47.423724847428744,0.9516023387324922,35.20428177837578
2,3,1,39.30161674577632,50.42249750908191,0.9461599703338027,35.55133726651441
2,3,2,38.598236679808466,50.715291662661016,0.9554389435767271,36.06179755980116
2,3,3,37.07363315723431,51.55757520299855,0.955983146505205,33.54724814987417
2,3,4,40.514270716963814,49.98296239468229,0.9515971988701413,39.13468679603834
2,5,0,49.68852502488527,46.11887495722658,0.9142768324712145,41.307063292706566
2,5,1,48.64312578586043,48.5702763396401,0.913633237984723,46.05004020660955
2,5,2,48.95478257679349,48.650738437894105,0.9302715201656134,47.216677948774496
2,5,3,50.88647088413255,48.806831520543675,0.9210043258573252,49.57521465565809
2,5,4,51.30314314712558,47.9322434395938,0.9148715265372788,50.86888443289331
2,7,0,55.10902256711796,45.21954289445421,0.8884346431165172,46.444411540137324
2,7,1,52.23169397236329,47.952023613220476,0.8950412014277791,48.08213666155235
2,7,2,52.63084980390628,48.02183331117273,0.9146644218970595,49.54944309228295
2,7,3,53.3346161548396,48.39869469162998,0.9078701591905607,50.283022715487256
2,7,4,54.23030999556651,47.45028116951245,0.89823085440202,52.30127246106245
2,9,0,59.51957741921841,44.55080027799767,0.8707437202843796,50.41655719439683
2,9,1,55.133922594244,47.48232799073924,0.8801494319342675,49.577804393209995
2,9,2,54.730666892589575,47.682026158382335,0.9028930360488382,50.44233356916498
2,9,3,56.401433959089985,47.913075254782356,0.8920484167639144,52.66394525725505
2,9,4,56.53459340296902,47.08883744795354,0.8834811526473163,53.49078084004783
3,0,0,34.4602644802811,49.63471182141202,0.9882774554571536,32.13679389776965
3,0,1,27.835113423578377,53.79777676015179,0.9857558065939124,28.353221012127023
3,0,2,27.01218201526486,54.02165496339043,0.9848733669698226,26.40810852229337
3,0,3,37.84222174475529,50.92581225224792,0.9662052970632325,35.850535757078205
3,0,4,23.22008808352279,55.52322535739737,0.9883921962517088,22.9840298406548
3,3,0,39.579400580101,48.43169969471761,0.9683696414970816,32.346766870725745
3,3,1,37.522446737788556,51.203813670577034,0.9643299141555051,37.43133625872986
3,3,2,35.170985186730086,51.729157639154494,0.9667411380289901,32.21406598724579
3,3,3,41.49686292822198,50.125039451937816,0.9469126163277236,36.78457006012787
3,3,4,33.922816026430716,52.23066467347431,0.9674798958248213,32.147774219571915
3,5,0,46.403991566450934,47.04997716372023,0.9396486605517551,38.2313791354094
3,5,1,46.92814115681458,49.26096962731306,0.9406338713254732,47.34981943917311
3,5,2,44.816927977103035,49.62400663132959,0.9381528631750743,42.489060226901174
3,5,3,49.04296567399962,48.67381028684355,0.9203194441639769,44.073650555352856
3,5,4,47.18771273653026,49.36392407654941,0.9409929409698401,47.56070410229005
3,7,0,51.848696375022875,46.086327118482295,0.9205818265350522,42.76802940356731
3,7,1,50.21566072791851,48.67285303810342,0.9267414985587256,49.369021156923075
3,7,2,48.124671563342304,49.00549274048024,0.9256043360997107,44.50502725782039
3,7,3,52.2882050932565,48.117270097207566,0.9047527004047812,46.50435861503907
3,7,4,49.13592925473244,49.01251913857085,0.9305608410075404,47.40508859323043
3,9,0,56.54558275949191,45.33311026208705,0.904665682234799,46.585281369944944
3,9,1,52.69771431053583,48.25380109253889,0.9161779982699269,50.84956678234451
3,9,2,51.13424386060288,48.478611546937714,0.916137920193933,46.68781045630353
3,9,3,56.14475611522044,47.49916078357846,0.8902689314152469,49.95907897940788
3,9,4,51.02566744446536,48.684728729896364,0.9204814924512714,47.19885138419217
4,0,0,31.59364240369074,50.50564454784299,0.9871067589328971,27.985714958488234
4,0,1,27.90851394810382,53.79943687651897,0.9851341346954157,26.533187267474396
4,0,2,28.25009681295832,53.66883108502585,0.9829590850769214,27.122114652483813
4,0,3,27.91276927503428,53.9531479555166,0.9853880648366613,26.424104076538647
4,0,4,24.77519659070395,55.17135789064809,0.9861482149198799,24.161877197056636
4,3,0,38.45598155703121,48.79836049559682,0.9671637307561951,29.895446346793435
4,3,1,34.55928801416214,51.94287538633971,0.9683512409989681,31.304022405465055
4,3,2,35.66869632724819,51.643485166982195,0.9633647239895922,33.46662867019881
4,3,3,41.38264767847122,50.53284099936746,0.9611159689390113,40.47683768548676
4,3,4,36.98009555917136,51.6923394949908,0.9644700068817719,35.96463512529368
4,5,0,46.30904882635805,47.1843212961702,0.9238089268819327,37.58762855712765
4,5,1,46.56199003493323,49.353540447662525,0.9388072970066151,45.97808107705309
4,5,2,45.68222515288495,49.49428489532862,0.9367165394914816,44.62384785743274
4,5,3,49.37878384351795,48.998398681810514,0.9334757825005524,48.07899353719267
4,5,4,48.80526238386753,49.282367037584564,0.9366162185228278,49.0697919864921
4,7,0,52.41314230755144,46.108834560482066,0.9007168360526552,43.32486131340566
4,7,1,50.239282407861175,48.69330256810457,0.9255683426105753,48.19273154437388
4,7,2,49.422817985405146,48.8106798080446,0.9240422255496673,46.62060388957546
4,7,3,53.39746977802427,48.318792898230896,0.9200825119253628,50.51969228698469
4,7,4,53.724444244414826,48.44826144438106,0.9302080747918705,53.11222139429008
4,9,0,57.015855196746735,45.377725656135425,0.8750493658804258,47.74890564862406
4,9,1,53.55903309407044,48.13751655769522,0.913729630290707,50.76973580535512
4,9,2,53.15027317936439,48.17911987404902,0.9100984336051546,49.82886005383701
4,9,3,57.02588200680978,47.74776624769621,0.8949636180731335,53.07635108752301
4,9,4,54.46426620843494,48.329466940388635,0.9086475804126973,51.8474366128262
