subj,std,ori,nrmse,psnr,ssim,hfen
1,0,0,50.09952767047393,37.362637239690294,0.9380230836027742,48.83545923198492
1,0,1,55.29488797230455,38.50807895352974,0.9339669086944398,55.41543509789174
1,0,2,55.71858080924355,38.43979500572414,0.9270655148029728,56.651675446434936
1,0,3,53.261951130465846,38.828422351979306,0.9340742118254283,52.6706904673013
1,0,4,54.5216095406441,38.63629118255115,0.9322265670525618,54.286024400556734
1,3,0,48.994328356325866,37.55639369888004,0.9194382714413345,45.60262028118174
1,3,1,55.45939994407787,38.482275277505,0.9154750634422227,53.509131531125675
1,3,2,55.357996606861605,38.49618863365107,0.9055361285365489,54.39814849640066
1,3,3,53.31977819570678,38.818997105096244,0.9118207353474743,50.785239144803874
1,3,4,53.76075511246581,38.758357345060006,0.9133256852153437,52.065884167517716
1,5,0,56.473795147785935,36.32237038552121,0.8777280623439279,54.135386094965874
1,5,1,61.97587098748761,37.51732582569175,0.8887112025388677,60.08061812156392
1,5,2,61.85330440794521,37.53253780733949,0.8798337560641054,60.883693260749524
1,5,3,60.47108481089569,37.725808595103175,0.8857294864057988,58.409774607539156
1,5,4,59.737264725777514,37.842757885631926,0.8897068379858508,58.31030415030778
1,7,0,60.062611662379595,35.787225620181296,0.8548868935011211,57.93382094398961
1,7,1,63.67105923038464,37.28293710708628,0.8795745194422747,61.654164133009445
1,7,2,63.30074599589827,37.33161936427478,0.8704344794273658,62.166708664377445
1,7,3,62.58187954091127,37.42779174155545,0.8745117316571468,60.403295808358116
1,7,4,61.97335672851643,37.52356414827537,0.8789117090772955,60.83808607111957
1,9,0,63.16830417383707,35.349325510115925,0.8351336103032057,61.22068521454812
1,9,1,65.74536930573845,37.0044752190186,0.8703559327514638,63.54539021930962
1,9,2,65.59743874201814,37.02205827518845,0.8601789322551576,64.36654725038436
1,9,3,65.45184814339046,37.038325505731066,0.8628540716468907,63.50607946454484
1,9,4,64.52638138358705,37.17291833283181,0.8693203998603205,63.61229872054353
2,0,0,61.267282016689826,35.59286107353899,0.9296943288054856,60.193604298224955
2,0,1,67.32463385413695,36.77659579173567,0.9251790477059018,68.24203317801584
2,0,2,64.36308012119368,37.16623224403379,0.9302692628499879,65.1419495032465
2,0,3,64.02885312986346,37.21157441852802,0.9295272671062748,63.880827885082915
