subj,std,ori,nrmse,psnr,ssim,hfen
1,0,0,50.454220794299296,37.30135980043371,0.9414780822757693,49.91380495018956
1,0,1,56.52382653701695,38.31714750504475,0.9354175839618417,57.85928434592712
1,0,2,56.96609460500133,38.247466992454775,0.930191251803597,58.95907525383781
1,0,3,54.779708613207944,38.58436943159104,0.9342435828817047,55.18520914407049
1,0,4,56.333281858738395,38.35236348590143,0.9335163734137737,56.97518168921406
1,3,0,47.93655989579298,37.74597258351713,0.9231031221086864,44.7050920397727
1,3,1,55.02264263736849,38.550949705280054,0.9185017665964328,53.76301947959116
1,3,2,55.03170943566838,38.547535860025775,0.9092459375424385,54.556982639934105
1,3,3,53.44776245006228,38.79817321734018,0.9146410466501498,51.64434039215329
1,3,4,53.83697391915081,38.74605172746192,0.91707983606154,52.74691156894681
1,5,0,56.18719012733633,36.36656358943413,0.8776757547440617,53.97115475517593
1,5,1,61.22230497315775,37.623585075327526,0.8896333815778742,59.70544230856976
1,5,2,60.92982618100351,37.66319714432031,0.8821870906282226,60.15075931232589
1,5,3,60.104278178209434,37.77865607040159,0.8868424189474473,58.448192838573334
1,5,4,59.59926945041456,37.862845820561404,0.8897189847055591,58.82463725784066
1,7,0,60.692415643711314,35.696621401039984,0.8506174590851486,58.63673773805842
1,7,1,63.61180806539601,37.29102380607613,0.8794992331892408,61.90762061356676
1,7,2,63.07913941747088,37.362080734765925,0.8714981890525857,62.23326483160962
1,7,3,63.076795706831334,37.35937132542196,0.8740680458266418,61.31812059261544
1,7,4,62.14200084019015,37.499959897000075,0.8791748717946295,61.45120852306298
1,9,0,64.31624391356864,35.192896397120634,0.8274209129985555,62.556840247227996
1,9,1,65.98649373626235,36.972677558479404,0.8694671944532935,64.09410639246693
1,9,2,65.74448279542489,37.002609664440406,0.8603350330670101,64.7495141509026
1,9,3,66.073358885279,36.95623608703432,0.8610111361767245,64.56370374840759
1,9,4,64.46474016161464,37.18121981723709,0.8694943994330759,63.59131293011042
2,0,0,60.642637432970545,35.681871736867954,0.9325444364269232,60.362852686818144
2,0,1,67.31830783086203,36.77741198216299,0.9285434596045347,68.95751758106681
2,0,2,64.19627323179373,37.1887722927736,0.9315291276774804,66.09405343909609
2,0,3,64.19604176617746,37.18892385807514,0.9323343352662373,65.41164339289152
2,0,4,66.82536028331907,36.84324541041188,0.9328398191591529,68.57240904042263
2,3,0,60.74746031896889,35.666870838730595,0.9051615783564023,57.18744896942351
2,3,1,66.00710224471416,36.94826244809314,0.9102937461176633,64.15487756974751
2,3,2,63.6622467853577,37.26132939338389,0.9125675018744,62.2581556732465
2,3,3,64.45672491270001,37.15372417759476,0.916857121769322,62.59680723650883
2,3,4,65.76340994665858,36.9823851076224,0.912460160732577,65.03699199498443
2,5,0,68.4166163319482,34.63420152787859,0.8721321171201378,65.0171132791757
2,5,1,71.4418272324309,36.26102472004328,0.8947339423177106,69.21592927481599
2,5,2,69.8197045623603,36.459408493425194,0.8949198187992494,68.0355181061346
2,5,3,71.22340499176659,36.28663423196267,0.8981997983543533,69.13482486570119
2,5,4,71.50354136531568,36.25552055447867,0.896989742831351,70.82951871732081
2,7,0,72.09381269821456,34.179473481098846,0.855059816435474,69.11766940300907
2,7,1,73.22831574474812,36.046494886116186,0.8874786248695822,70.9167542748276
2,7,2,72.02591885391561,36.18919248130289,0.8870601144215111,69.91021155485512
2,7,3,73.58117840197157,36.00375410127333,0.8901869421453853,71.27229748991907
2,7,4,73.10802615463616,36.06277041764497,0.8910495308444366,71.95586834677047
2,9,0,75.17961749519468,33.81543112411847,0.8411800137789706,72.50189212308709
2,9,1,74.81714678859254,35.860052954966704,0.8808089651868067,72.0448270622471
2,9,2,74.22252319917123,35.92825434665785,0.8792271136429516,71.89727727213918
2,9,3,76.66789885303274,35.64681765232004,0.8812338102296846,74.58779141670412
2,9,4,74.46370146452522,35.90317917910761,0.8854407648093493,72.83222620488007
3,0,0,54.280486814783835,37.244938618810764,0.9308302084730666,54.58015807839759
3,0,1,60.772843680078005,38.327933453776616,0.9318400415472475,62.59847414411857
3,0,2,55.870919334370804,39.05437695615855,0.9343044879664991,58.17102996895014
3,0,3,59.20159857552791,38.552582492665145,0.9232345445780139,61.95475630588253
3,0,4,61.246557222479794,38.25772102970613,0.9198171833029752,63.96151031367941
3,3,0,50.02348310503778,37.95433473613636,0.9101700626910973,47.77637641832912
3,3,1,58.46952080872485,38.66353392878898,0.9121076305330742,58.94661797318442
3,3,2,53.805799501005744,39.38151152816481,0.9125349403307155,54.2580274419787
3,3,3,58.24073143039278,38.6947147580883,0.8993677079202252,60.14364365441982
3,3,4,56.97726726185534,38.885322338644336,0.9007880127721037,57.527600244197366
3,5,0,57.06392287723682,36.81058081720537,0.8599173627901436,55.775729687489964
3,5,1,62.06224840177558,38.14557451541437,0.8760313177263042,62.269690609830796
